93033,9000,3.0,-1,,3.0
93033,9000,5.0,-1,,5.0
93033,9000,5.0,-1,,5.0
93033,9000,5.0,-1,,5.0
93033,9000,2.0,-1,,2.0
93033,9000,2.0,-1,,2.0
93033,9000,5.0,-1,,5.0
93033,9000,2.0,-1,,2.0
93033,9000,1.0,-1,,1.0
93033,9000,5.0,-1,,5.0
93033,9000,5.0,-1,,5.0
93033,9000,5.0,-1,96.0,5.0
93033,9000,3.0,-1,-2.0,3.0
93033,9000,5.0,-1,-2.0,5.0
93033,9000,5.0,-1,,5.0
93033,9000,5.0,-1,,5.0
93033,9000,3.0,-1,,3.0
93033,9000,5.0,-1,,5.0
93033,9000,5.0,-1,,5.0
93033,9000,5.0,-1,,5.0
93033,9000,1.0,-1,,1.0
93033,9000,2.0,-1,,2.0
93033,9000,3.0,-1,,3.0
93033,9000,5.0,-1,,5.0
93033,9000,4.33,-1,-3.0,5.0
93033,9000,0.67,1,1.0,-3.0
93033,9000,0.33,1,-3.0,5.0
93033,9000,4.67,1,10.0,-3.0
93033,9000,4.0,1,-2.0,4.0
93033,9000,1.33,1,-3.0,5.0
93033,9000,2.0,-1,2.0,-2.0
93033,9000,1.67,-1,2.0,-3.0
93033,9000,0.33,-1,-3.0,1.0
93033,9000,0.67,-1,2.0,-3.0
93033,9000,1.33,-1,-3.0,5.0
93033,9000,2.0,-1,2.0,-3.0
93033,9000,1.67,-1,2.0,-1.0
93033,9000,0.33,-1,-3.0,2.0
93033,9000,1.67,-1,-1.0,-3.0
93033,9000,5.0,-1,,5.0
93033,9000,2.0,-1,,2.0
93033,9000,1.0,-1,,1.0
93033,9000,5.0,-1,,5.0
93033,9000,5.0,-1,,5.0
93033,9000,3.0,-1,,3.0
93033,9000,5.0,-1,60.0,5.0
93033,9000,5.0,-1,-2.0,5.0
93033,9000,5.0,-1,,5.0
93033,9000,5.0,-1,,5.0
93033,9000,5.0,-1,,5.0
93033,9000,2.0,-1,,2.0
93033,9000,5.0,-1,,5.0
93033,9000,5.0,-1,,5.0
93033,9000,0.33,-1,-3.0,-1.0
93033,9000,1.0,-1,1.0,5.0
93033,9000,2.0,-1,2.0,-2.0
93033,9000,1.67,-1,-1.0,-3.0
93033,9000,5.0,-1,,5.0
93033,9000,5.0,-1,,5.0
93033,9000,1.0,-1,,1.0
93033,9000,5.0,-1,,5.0
93033,9000,5.0,-1,,5.0
93033,9000,5.0,-1,,5.0
93033,9000,2.0,-1,96.0,2.0
93033,9000,2.0,-1,-2.0,2.0
93033,9000,1.0,-1,,1.0
93033,9000,5.0,-1,,5.0
93033,9000,2.0,-1,,2.0
93033,9000,1.0,-1,,1.0
93033,9000,5.0,-1,,5.0
93033,9000,5.0,-1,,5.0
93033,9000,5.0,-1,-3.0,5.0
93033,9000,18.0,-1,-1.0,18.0
93033,9000,1.0,-1,,1.0
93033,9000,5.0,-1,,5.0
93033,9000,5.0,-1,,5.0
93033,9000,1.0,-1,,1.0
93033,9000,3.0,-1,,3.0
93033,9000,2.0,-1,,2.0
93033,9000,5.0,-1,,5.0
93033,9000,0.33,-1,-3.0,5.0
93033,9000,3.0,-1,3.0,-2.0
93033,9000,1.67,1,2.0,-3.0
93033,9000,0.33,1,-3.0,9.0
93033,9000,8.23,-1,-1.0,-3.0
93033,9000,5.0,-1,,5.0
93033,9000,8.56,-1,37.0,8.0
93033,9000,8.56,-1,-2.0,8.0
93033,9000,5.0,-1,,5.0
93033,9000,1.65,-1,-3.0,9.0
93033,9000,6.91,-1,-1.0,-3.0
93033,9000,8.56,-1,30.0,8.0
93033,9000,8.56,-1,-2.0,8.0
93033,9000,5.97,-1,-3.0,9.0
93033,9000,2.59,-1,-1.0,-3.0
93033,9000,8.56,-1,,8.0
93033,9000,8.56,-1,,8.0
93033,9000,8.56,-1,,8.0
93033,9000,8.56,-1,,8.0
93033,9000,3.0,-1,,3.0
93033,9000,8.56,-1,109.0,8.0
93033,9000,8.56,-1,-2.0,8.0
93033,9000,8.56,-1,,8.0
93033,9000,5.0,-1,,5.0
93033,9000,8.56,-1,,8.0
93033,9000,8.56,-1,,8.0
93033,9000,8.56,-1,,8.0
93033,9000,5.0,-1,-3.0,5.0
93033,9000,7.81,-1,-1.0,9.0
93033,9000,0.75,-1,7.0,-3.0
93033,9000,5.0,-1,-2.0,5.0
93033,9000,1.25,-1,-3.0,5.0
93033,9000,3.75,-1,4.0,-3.0
93033,9000,0.25,-1,-3.0,2.0
93033,9000,1.75,-1,2.0,-3.0
93033,9000,0.25,-1,-3.0,3.0
93033,9000,2.0,-1,2.0,-2.0
93033,9000,1.0,-1,1.0,-3.0
93033,8910,1.0,-1,-1.0,1.0
93033,8910,5.0,-1,12.0,5.0
93033,8910,1.0,-1,-2.0,1.0
93033,8910,5.0,-1,-3.0,5.0
93033,8980,1.0,1,1.0,1.0
93033,8910,5.0,-1,-1.0,5.0
93034,8910,5.0,-1,,5.0
93034,8910,3.0,-1,,3.0
93034,8910,1.0,-1,,1.0
93034,8910,2.0,-1,,2.0
93034,8910,18.0,-1,,18.0
93034,8910,3.0,-1,,3.0
93034,8910,5.0,-1,,5.0
93034,8910,2.0,-1,82.0,2.0
93034,8910,1.0,-1,-2.0,1.0
93034,8910,5.0,-1,-2.0,5.0
93034,8910,5.0,-1,,5.0
93034,8910,2.0,-1,,2.0
93034,8910,4.0,-1,,4.0
93034,8910,5.0,-1,,5.0
93034,8910,1.0,-1,,1.0
93034,8910,5.0,-1,,5.0
93034,8910,5.0,-1,,5.0
93034,8910,5.0,-1,-3.0,5.0
93034,8979,4.0,1,5.0,4.0
93034,8980,1.0,1,-3.0,1.0
